,image,transforms,set,label
191,100094000_fliph_pers_raff.png,fliph_pers_raff,train,Vollguss/Pickelloch belueftet
192,100202200_orig_raff_rcont.png,orig_raff_rcont,train,Vollguss/Handgriff geschlossen
193,100008900_flipv_rcrop_rshrp.png,flipv_rcrop_rshrp,train,Vollguss/Handgriff geschlossen
194,100157700_rcont_rcrop_rinv.png,rcont_rcrop_rinv,train,Rost/Strassenrost
195,100149600_jit_orig_rcrop.png,jit_orig_rcrop,train,Vollguss/Aufklappbar
196,100027000_flipv_orig_raff.png,flipv_orig_raff,train,Gussbeton/Handgriff mitte
197,100177700_blur_orig_rcrop.png,blur_orig_rcrop,train,Gussbeton/Pickelloch geschlossen
198,100004700_fliph_flipv_rcrop.png,fliph_flipv_rcrop,train,Rost/Strassenrost
199,100158400_rcont_rcrop_rshrp.png,rcont_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
201,100191100_blur_fliph_rcont.png,blur_fliph_rcont,train,Gussbeton/Pickelloch belueftet
202,100027100_orig_rcrop_rshrp.png,orig_rcrop_rshrp,train,Andere/-
204,100021400_blur_fliph_jit.png,blur_fliph_jit,train,Vollguss/Pickelloch geschlossen
205,100099300_blur_flipv_raff.png,blur_flipv_raff,train,Rost/Strassenrost gewoelbt
206,100092700_orig_rcont_rcrop.png,orig_rcont_rcrop,train,Vollguss/Handgriff geschlossen
207,100072700_blur_flipv_orig.png,blur_flipv_orig,train,Vollguss/Pickelloch belueftet
208,100092500_pers_rcont_rinv.png,pers_rcont_rinv,train,Gussbeton/Pickelloch geschlossen
209,100036800_flipv_orig_rcont.png,flipv_orig_rcont,train,Gussbeton/Pickelloch geschlossen
210,100045200_jit_pers_raff.png,jit_pers_raff,train,Rost/Strassenrost gewoelbt
211,100099300_blur_rcrop_rot.png,blur_rcrop_rot,train,Rost/Strassenrost gewoelbt
212,100124000_orig_rcrop_rshrp.png,orig_rcrop_rshrp,train,Gussbeton/Pickelloch belueftet
213,100074500_blur_rcrop_rshrp.png,blur_rcrop_rshrp,train,Gussbeton/Handgriff mitte
214,100012800_flipv_raff_rcrop.png,flipv_raff_rcrop,train,Andere/-
215,100058100_jit_rcont_rcrop.png,jit_rcont_rcrop,train,Vollguss/Handgriff geschlossen
216,100059600_fliph_pers_rshrp.png,fliph_pers_rshrp,train,Rost/Einlauf rund
217,100018600_fliph_rcont_rot.png,fliph_rcont_rot,train,Gussbeton/Pickelloch geschlossen
218,100112700_fliph_rcont_rinv.png,fliph_rcont_rinv,train,Vollguss/Aufklappbar
220,100121200_blur_pers_rot.png,blur_pers_rot,train,Vollguss/Pickelloch belueftet
221,100183400_blur_rinv_rot.png,blur_rinv_rot,train,Andere/-
222,100075800_fliph_jit_pers.png,fliph_jit_pers,train,Gussbeton/Pickelloch belueftet
223,100152600_fliph_rot_rshrp.png,fliph_rot_rshrp,train,Rost/Strassenrost
224,100174400_fliph_flipv_rshrp.png,fliph_flipv_rshrp,train,Andere/-
225,100084700_blur_flipv_raff.png,blur_flipv_raff,train,Gussbeton/Pickelloch belueftet
226,100045600_raff_rcrop_rshrp.png,raff_rcrop_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
227,100135600_flipv_rcrop_rshrp.png,flipv_rcrop_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
228,100104500_fliph_raff_rcrop.png,fliph_raff_rcrop,train,Gussbeton/Handgriff seitlich
229,100133900_jit_rcont_rshrp.png,jit_rcont_rshrp,train,Rost/Strassenrost
230,100013700_fliph_jit_orig.png,fliph_jit_orig,train,Vollguss/Pickelloch geschlossen
231,100009100_fliph_pers_rot.png,fliph_pers_rot,train,Rost/Einlauf rund
232,100011200_fliph_rcrop_rinv.png,fliph_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
233,100153800_fliph_raff_rot.png,fliph_raff_rot,train,Gussbeton/Handgriff mitte
234,100018900_fliph_orig_rot.png,fliph_orig_rot,train,Andere/-
235,100003000_fliph_pers_rshrp.png,fliph_pers_rshrp,train,Gussbeton/Handgriff seitlich
236,100192500_blur_rcont_rcrop.png,blur_rcont_rcrop,train,Vollguss/Pickelloch geschlossen
237,100096300_orig_rot_rshrp.png,orig_rot_rshrp,train,Gussbeton/Pickelloch geschlossen
238,100012800_flipv_rcont_rcrop.png,flipv_rcont_rcrop,train,Andere/-
239,100180500_fliph_flipv_rshrp.png,fliph_flipv_rshrp,train,Vollguss/Pickelloch geschlossen
240,100207900_flipv_pers_rot.png,flipv_pers_rot,train,Gussbeton/Handgriff mitte
241,100115100_fliph_flipv_jit.png,fliph_flipv_jit,train,Rost/Strassenrost gewoelbt
242,100160000_fliph_rcrop_rshrp.png,fliph_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
244,100149600_blur_pers_rcont.png,blur_pers_rcont,train,Vollguss/Aufklappbar
245,100021000_jit_pers_rcrop.png,jit_pers_rcrop,train,Vollguss/Handgriff geschlossen
246,100181300_raff_rcrop_rinv.png,raff_rcrop_rinv,train,Vollguss/Handgriff geschlossen
247,100037000_blur_rcrop_rshrp.png,blur_rcrop_rshrp,train,Rost/Einlauf rund
248,100060800_flipv_pers_rot.png,flipv_pers_rot,train,Andere/-
249,100001300_blur_fliph_jit.png,blur_fliph_jit,train,Vollguss/Pickelloch belueftet
250,100194200_blur_orig_raff.png,blur_orig_raff,train,Gussbeton/Pickelloch geschlossen
251,100012300_fliph_rcrop_rinv.png,fliph_rcrop_rinv,train,Rost/Strassenrost gewoelbt
252,100094000_blur_jit_rot.png,blur_jit_rot,train,Vollguss/Pickelloch belueftet
253,100098400_orig_rinv_rshrp.png,orig_rinv_rshrp,train,Andere/-
254,100210500_jit_orig_pers.png,jit_orig_pers,train,Vollguss/Pickelloch belueftet
255,100108400_fliph_pers_rcont.png,fliph_pers_rcont,train,Gussbeton/Handgriff mitte
256,100110600_raff_rcrop_rinv.png,raff_rcrop_rinv,train,Gussbeton/Pickelloch belueftet
257,100057500_flipv_raff_rshrp.png,flipv_raff_rshrp,train,Vollguss/Pickelloch belueftet
258,100063200_flipv_orig_rcont.png,flipv_orig_rcont,train,Vollguss/Pickelloch belueftet
260,100037900_blur_raff_rshrp.png,blur_raff_rshrp,train,Gussbeton/Pickelloch belueftet
261,100207900_rinv_rot_rshrp.png,rinv_rot_rshrp,train,Gussbeton/Handgriff mitte
262,100100000_pers_rcrop_rot.png,pers_rcrop_rot,train,Rost/Strassenrost gewoelbt
263,100125400_flipv_orig_rshrp.png,flipv_orig_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
265,100084400_flipv_rcont_rshrp.png,flipv_rcont_rshrp,train,Gussbeton/Handgriff mitte
266,100091700_jit_rcrop_rot.png,jit_rcrop_rot,train,Gussbeton/Handgriff mitte
267,100170500_flipv_rinv_rshrp.png,flipv_rinv_rshrp,train,Vollguss/Pickelloch geschlossen
268,100023700_orig_raff_rinv.png,orig_raff_rinv,train,"Vollguss/Handgriff geschlossen, verschraubt"
270,100142000_rcont_rcrop_rinv.png,rcont_rcrop_rinv,train,Vollguss/Handgriff geschlossen
271,100057200_orig_rcrop_rshrp.png,orig_rcrop_rshrp,train,Gussbeton/Handgriff mitte
272,100055700_fliph_rcrop_rot.png,fliph_rcrop_rot,train,Vollguss/Pickelloch geschlossen
273,100159200_rcont_rcrop_rshrp.png,rcont_rcrop_rshrp,train,Rost/Strassenrost
274,100100200_jit_rcont_rshrp.png,jit_rcont_rshrp,train,Gussbeton/Handgriff seitlich
275,100168600_fliph_rot_rshrp.png,fliph_rot_rshrp,train,Vollguss/Handgriff geschlossen
276,100152500_flipv_jit_rot.png,flipv_jit_rot,train,Gussbeton/Handgriff seitlich
277,100061900_fliph_jit_pers.png,fliph_jit_pers,train,Rost/Einlauf rund
278,100098700_jit_pers_raff.png,jit_pers_raff,train,Rost/Strassenrost
279,100202900_pers_raff_rcrop.png,pers_raff_rcrop,train,Gussbeton/Handgriff seitlich
280,100051900_fliph_rcont_rshrp.png,fliph_rcont_rshrp,train,Vollguss/Pickelloch belueftet
281,100118600_orig_pers_rcont.png,orig_pers_rcont,train,Vollguss/Pickelloch geschlossen
282,100180900_blur_rcrop_rshrp.png,blur_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
283,100161300_pers_rcont_rcrop.png,pers_rcont_rcrop,train,"Vollguss/Handgriff geschlossen, verschraubt"
284,100019700_blur_fliph_flipv.png,blur_fliph_flipv,train,Gussbeton/Handgriff seitlich
285,100147000_blur_rcont_rcrop.png,blur_rcont_rcrop,train,Gussbeton/Handgriff seitlich
286,100147900_blur_rcont_rshrp.png,blur_rcont_rshrp,train,Gussbeton/Handgriff mitte
287,100082500_flipv_raff_rot.png,flipv_raff_rot,train,Gussbeton/Handgriff seitlich
288,100025100_pers_rot_rshrp.png,pers_rot_rshrp,train,Vollguss/Handgriff geschlossen
289,100147000_jit_rcont_rshrp.png,jit_rcont_rshrp,train,Gussbeton/Handgriff seitlich
290,100160800_blur_rcont_rcrop.png,blur_rcont_rcrop,train,Vollguss/Aufklappbar
292,100215800_flipv_pers_rshrp.png,flipv_pers_rshrp,train,Vollguss/Aufklappbar
293,100170000_jit_orig_raff.png,jit_orig_raff,train,Gussbeton/Handgriff mitte
294,100204800_pers_rcrop_rshrp.png,pers_rcrop_rshrp,train,Andere/-
295,100198300_raff_rcont_rshrp.png,raff_rcont_rshrp,train,Gussbeton/Pickelloch geschlossen
296,100099300_pers_rinv_rshrp.png,pers_rinv_rshrp,train,Rost/Strassenrost gewoelbt
297,100046300_blur_flipv_pers.png,blur_flipv_pers,train,Gussbeton/Handgriff mitte
298,100121500_flipv_rcrop_rinv.png,flipv_rcrop_rinv,train,Rost/Strassenrost
299,100213300_jit_rcont_rinv.png,jit_rcont_rinv,train,Rost/Strassenrost
300,100198400_blur_fliph_jit.png,blur_fliph_jit,train,Rost/Strassenrost gewoelbt
301,100085600_flipv_pers_rcrop.png,flipv_pers_rcrop,train,Gussbeton/Handgriff seitlich
302,100027100_rcont_rinv_rshrp.png,rcont_rinv_rshrp,train,Andere/-
303,100082000_blur_flipv_orig.png,blur_flipv_orig,train,Vollguss/Pickelloch belueftet
304,100046700_pers_rcont_rinv.png,pers_rcont_rinv,train,Vollguss/Handgriff geschlossen
306,100057200_blur_orig_rinv.png,blur_orig_rinv,train,Gussbeton/Handgriff mitte
307,100095400_flipv_orig_rshrp.png,flipv_orig_rshrp,train,Gussbeton/Pickelloch geschlossen
308,100095900_fliph_pers_rinv.png,fliph_pers_rinv,train,Vollguss/Pickelloch belueftet
309,100197200_blur_fliph_rinv.png,blur_fliph_rinv,train,Rost/Einlauf rund
310,100126300_blur_rot_rshrp.png,blur_rot_rshrp,train,Vollguss/Pickelloch geschlossen
311,100098100_flipv_raff_rcrop.png,flipv_raff_rcrop,train,"Vollguss/Handgriff geschlossen, verschraubt"
312,100086800_raff_rot_rshrp.png,raff_rot_rshrp,train,Vollguss/Pickelloch belueftet
